level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,bottom,right,label
4,1,9,1,2,0,1048,29,132,15,-1,,44,1180,0.0
5,1,9,1,2,1,1048,30,12,11,93,at,41,1060,0.0
5,1,9,1,2,2,1064,29,116,15,34,www.irs.goviefile.,44,1180,0.0
2,1,10,0,0,0,970,56,185,10,-1,,66,1155,0.0
3,1,10,1,0,0,970,56,185,10,-1,,66,1155,0.0
4,1,10,1,1,0,970,56,185,10,-1,,66,1155,0.0
5,1,10,1,1,1,970,56,7,10,56,2,66,977,0.0
5,1,10,1,1,2,995,56,41,10,87,Federal,66,1036,0.0
5,1,10,1,1,3,1042,56,113,10,91,income,66,1155,0.0
5,1,10,1,1,4,1087,47,17,28,96,tax,75,1104,0.0
5,1,10,1,1,5,1110,56,45,10,95,withheld,66,1155,0.0
2,1,11,0,0,0,671,29,57,10,-1,,39,728,0.0
3,1,11,1,0,0,671,29,57,10,-1,,39,728,0.0
4,1,11,1,1,0,671,29,57,10,-1,,39,728,0.0
5,1,11,1,1,1,671,29,57,10,79,1645-0008,39,728,0.0
2,1,12,0,0,0,660,153,576,5,-1,,158,1236,0.0
3,1,12,1,0,0,660,153,576,5,-1,,158,1236,0.0
4,1,12,1,1,0,660,153,576,5,-1,,158,1236,0.0
5,1,12,1,1,1,660,153,576,5,95, ,158,1236,0.0
2,1,13,0,0,0,660,204,576,5,-1,,209,1236,0.0
3,1,13,1,0,0,660,204,576,5,-1,,209,1236,0.0
4,1,13,1,1,0,660,204,576,5,-1,,209,1236,0.0
5,1,13,1,1,1,660,204,576,5,95, ,209,1236,0.0
2,1,14,0,0,0,1,256,658,3,-1,,259,659,0.0
3,1,14,1,0,0,1,256,658,3,-1,,259,659,0.0
4,1,14,1,1,0,1,256,658,3,-1,,259,659,0.0
5,1,14,1,1,1,1,256,658,3,95, ,259,659,0.0
2,1,15,0,0,0,11,262,105,10,-1,,272,116,0.0
3,1,15,1,0,0,11,262,105,10,-1,,272,116,0.0
4,1,15,1,1,0,11,262,105,10,-1,,272,116,0.0
5,1,15,1,1,1,11,262,57,10,0,‘Control,272,68,0.0
5,1,15,1,1,2,74,262,42,10,95,number,272,116,0.0
2,1,16,0,0,0,66,286,95,15,-1,,301,161,0.0
3,1,16,1,0,0,66,286,95,15,-1,,301,161,0.0
4,1,16,1,1,0,66,286,95,15,-1,,301,161,0.0
5,1,16,1,1,1,66,286,95,15,96,9176733,301,161,0.0
2,1,17,0,0,0,1,308,658,3,-1,,311,659,0.0
3,1,17,1,0,0,1,308,658,3,-1,,311,659,0.0
4,1,17,1,1,0,1,308,658,3,-1,,311,659,0.0
5,1,17,1,1,1,1,308,658,3,95, ,311,659,0.0
2,1,18,0,0,0,12,313,327,13,-1,,326,339,0.0
3,1,18,1,0,0,12,313,327,13,-1,,326,339,0.0
4,1,18,1,1,0,12,313,327,13,-1,,326,339,0.0
5,1,18,1,1,1,12,316,6,7,59,@,323,18,0.0
5,1,18,1,1,2,29,313,65,13,54,Employee's,326,94,0.0
5,1,18,1,1,3,99,313,20,10,79,frst,323,119,0.0
5,1,18,1,1,4,125,316,30,7,96,name,323,155,0.0
5,1,18,1,1,5,161,313,19,10,96,and,323,180,0.0
5,1,18,1,1,6,186,313,28,10,96,initial,323,214,0.0
5,1,18,1,1,7,280,313,23,10,90,Tast,323,303,0.0
5,1,18,1,1,8,309,316,30,7,91,name,323,339,0.0
2,1,19,0,0,0,65,359,269,54,-1,,413,334,0.0
3,1,19,1,0,0,65,359,269,54,-1,,413,334,0.0
4,1,19,1,1,0,65,359,174,16,-1,,375,239,0.0
5,1,19,1,1,1,65,359,78,16,96,Laura,375,143,0.0
5,1,19,1,1,2,160,359,79,16,96,Russo,375,239,0.0
4,1,19,1,2,0,65,396,269,17,-1,,413,334,0.0
5,1,19,1,2,1,65,396,61,17,96,2199,413,126,1.0
5,1,19,1,2,2,145,396,94,17,96,Little,413,239,1.0
5,1,19,1,2,3,257,396,77,17,95,Falls,413,334,1.0
2,1,20,0,0,0,66,435,238,22,-1,,457,304,0.0
3,1,20,1,0,0,66,435,238,22,-1,,457,304,0.0
4,1,20,1,1,0,66,435,238,22,-1,,457,304,0.0
5,1,20,1,1,1,66,435,141,22,91,Snyderton,457,207,1.0
5,1,20,1,1,2,273,436,31,16,89,TX,452,304,1.0
2,1,21,0,0,0,11,545,213,13,-1,,558,224,0.0
3,1,21,1,0,0,11,545,213,13,-1,,558,224,0.0
4,1,21,1,1,0,11,545,213,13,-1,,558,224,0.0
5,1,21,1,1,1,11,545,83,13,48,f_Employee's,558,94,0.0
5,1,21,1,1,2,100,545,44,10,91,address,555,144,0.0
5,1,21,1,1,3,150,545,19,10,95,and,555,169,0.0
5,1,21,1,1,4,174,545,18,10,96,ZIP,555,192,0.0
5,1,21,1,1,5,197,545,27,10,91,code,555,224,0.0
2,1,22,0,0,0,660,364,576,5,-1,,369,1236,0.0
3,1,22,1,0,0,660,364,576,5,-1,,369,1236,0.0
4,1,22,1,1,0,660,364,576,5,-1,,369,1236,0.0
5,1,22,1,1,1,660,364,576,5,95, ,369,1236,0.0
2,1,23,0,0,0,689,393,204,3,-1,,396,893,0.0
3,1,23,1,0,0,689,393,204,3,-1,,396,893,0.0
4,1,23,1,1,0,689,393,204,3,-1,,396,893,0.0
5,1,23,1,1,1,689,393,204,3,95, ,396,893,0.0
2,1,24,0,0,0,689,394,1,28,-1,,422,690,0.0
3,1,24,1,0,0,689,394,1,28,-1,,422,690,0.0
4,1,24,1,1,0,689,394,1,28,-1,,422,690,0.0
5,1,24,1,1,1,689,394,1,28,95, ,422,690,0.0
2,1,25,0,0,0,718,394,1,28,-1,,422,719,0.0
3,1,25,1,0,0,718,394,1,28,-1,,422,719,0.0
4,1,25,1,1,0,718,394,1,28,-1,,422,719,0.0
5,1,25,1,1,1,718,394,1,28,95, ,422,719,0.0
2,1,26,0,0,0,776,394,1,28,-1,,422,777,0.0
3,1,26,1,0,0,776,394,1,28,-1,,422,777,0.0
4,1,26,1,1,0,776,394,1,28,-1,,422,777,0.0
5,1,26,1,1,1,776,394,1,28,95, ,422,777,0.0
2,1,27,0,0,0,805,394,1,28,-1,,422,806,0.0
3,1,27,1,0,0,805,394,1,28,-1,,422,806,0.0
4,1,27,1,1,0,805,394,1,28,-1,,422,806,0.0
5,1,27,1,1,1,805,394,1,28,95, ,422,806,0.0
2,1,28,0,0,0,863,394,1,28,-1,,422,864,0.0
3,1,28,1,0,0,863,394,1,28,-1,,422,864,0.0
4,1,28,1,1,0,863,394,1,28,-1,,422,864,0.0
5,1,28,1,1,1,863,394,1,28,95, ,422,864,0.0
2,1,29,0,0,0,892,394,1,28,-1,,422,893,0.0
3,1,29,1,0,0,892,394,1,28,-1,,422,893,0.0
4,1,29,1,1,0,892,394,1,28,-1,,422,893,0.0
5,1,29,1,1,1,892,394,1,28,95, ,422,893,0.0
2,1,30,0,0,0,660,419,576,7,-1,,426,1236,0.0
3,1,30,1,0,0,660,419,576,7,-1,,426,1236,0.0
4,1,30,1,1,0,660,419,576,7,-1,,426,1236,0.0
5,1,30,1,1,1,660,419,576,7,95, ,426,1236,0.0
2,1,31,0,0,0,385,435,157,17,-1,,452,542,0.0
3,1,31,1,0,0,385,435,157,17,-1,,452,542,0.0
4,1,31,1,1,0,385,435,157,17,-1,,452,542,0.0
5,1,31,1,1,1,385,435,157,17,95,28420-7250,452,542,0.0
2,1,32,0,0,0,689,419,547,7,-1,,426,1236,0.0
3,1,32,1,0,0,689,419,547,7,-1,,426,1236,0.0
4,1,32,1,1,0,689,419,547,7,-1,,426,1236,0.0
5,1,32,1,1,1,689,419,547,7,95, ,426,1236,0.0
2,1,33,0,0,0,689,419,547,7,-1,,426,1236,0.0
3,1,33,1,0,0,689,419,547,7,-1,,426,1236,0.0
4,1,33,1,1,0,689,419,547,7,-1,,426,1236,0.0
5,1,33,1,1,1,689,419,547,7,95, ,426,1236,0.0
2,1,34,0,0,0,689,419,547,7,-1,,426,1236,0.0
3,1,34,1,0,0,689,419,547,7,-1,,426,1236,0.0
4,1,34,1,1,0,689,419,547,7,-1,,426,1236,0.0
5,1,34,1,1,1,689,419,547,7,95, ,426,1236,0.0
2,1,35,0,0,0,950,479,286,3,-1,,482,1236,0.0
3,1,35,1,0,0,950,479,286,3,-1,,482,1236,0.0
4,1,35,1,1,0,950,479,286,3,-1,,482,1236,0.0
5,1,35,1,1,1,950,479,286,3,95, ,482,1236,0.0
2,1,36,0,0,0,674,80,501,450,-1,,530,1175,0.0
3,1,36,1,0,0,674,80,501,450,-1,,530,1175,0.0
4,1,36,1,1,0,985,80,110,15,-1,,95,1095,0.0
5,1,36,1,1,1,985,80,110,15,91,23792.16,95,1095,0.0
4,1,36,1,2,0,681,108,471,13,-1,,121,1152,0.0
5,1,36,1,2,1,681,108,6,10,77,3,118,687,0.0
5,1,36,1,2,2,705,108,34,10,80,Social,118,739,0.0
5,1,36,1,2,3,745,109,45,12,96,security,121,790,0.0
5,1,36,1,2,4,794,111,36,10,80,wages,121,830,0.0
5,1,36,1,2,5,970,108,7,10,59,‘4,118,977,0.0
5,1,36,1,2,6,995,108,34,10,82,Social,118,1029,0.0
5,1,36,1,2,7,1036,109,44,12,82,security,121,1080,0.0
5,1,36,1,2,8,1084,109,18,9,96,tax,118,1102,0.0
5,1,36,1,2,9,1106,108,46,10,90,withheld,118,1152,0.0
4,1,36,1,3,0,725,133,355,15,-1,,148,1080,0.0
5,1,36,1,3,1,725,133,95,15,90,90335.6,148,820,0.0
5,1,36,1,3,2,986,133,94,15,96,6910.67,148,1080,0.0
4,1,36,1,4,0,681,159,438,13,-1,,172,1119,0.0
5,1,36,1,4,1,681,159,6,10,71,5,169,687,0.0
5,1,36,1,4,2,705,159,51,10,70,Medicare,169,756,0.0
5,1,36,1,4,3,761,162,36,10,96,wages,172,797,0.0
5,1,36,1,4,4,803,159,19,10,96,and,169,822,0.0
5,1,36,1,4,5,827,160,20,12,76,tips,172,847,0.0
5,1,36,1,4,6,970,159,6,10,60,©,169,976,0.0
5,1,36,1,4,7,995,159,51,10,81,Medicare,169,1046,0.0
5,1,36,1,4,8,1051,160,18,9,96,tax,169,1069,0.0
5,1,36,1,4,9,1073,159,46,10,87,withheld,169,1119,0.0
4,1,36,1,5,0,725,184,419,15,-1,,199,1144,0.0
5,1,36,1,5,1,725,184,108,15,87,67631.41,199,833,0.0
5,1,36,1,5,2,1050,184,94,15,96,1961.31,199,1144,0.0
4,1,36,1,6,0,681,210,391,13,-1,,223,1072,0.0
5,1,36,1,6,1,681,210,5,10,70,7,220,686,0.0
5,1,36,1,6,2,705,210,34,10,87,Social,220,739,0.0
5,1,36,1,6,3,747,201,41,29,93,security,230,788,0.0
5,1,36,1,6,4,793,211,21,12,96,tips,223,814,0.0
5,1,36,1,6,5,970,210,6,10,22,@,220,976,0.0
5,1,36,1,6,6,994,210,53,10,67,Allocated,220,1047,0.0
5,1,36,1,6,7,1052,211,20,12,96,tips,223,1072,0.0
4,1,36,1,7,0,725,235,433,15,-1,,250,1158,0.0
5,1,36,1,7,1,725,235,95,15,90,90335.6,250,820,0.0
5,1,36,1,7,2,1050,235,108,15,85,67631.41,250,1158,0.0
4,1,36,1,8,0,680,262,453,13,-1,,275,1133,0.0
5,1,36,1,8,1,680,262,7,10,45,‘9,272,687,0.0
5,1,36,1,8,2,704,262,48,10,78,Advance,272,752,0.0
5,1,36,1,8,3,758,262,19,10,91,EIC,272,777,0.0
5,1,36,1,8,4,783,263,48,12,96,payment,275,831,0.0
5,1,36,1,8,5,964,262,13,10,40,10,272,977,0.0
5,1,36,1,8,6,995,262,60,13,40,Dependent,275,1055,0.0
5,1,36,1,8,7,1061,265,23,7,96,care,272,1084,0.0
5,1,36,1,8,8,1090,262,43,10,91,benefits,272,1133,0.0
4,1,36,1,9,0,1049,286,39,15,-1,,301,1088,0.0
5,1,36,1,9,1,1049,286,39,15,96,267,301,1088,0.0
4,1,36,1,10,0,674,313,501,13,-1,,326,1175,0.0
5,1,36,1,10,1,674,313,11,10,0,TT,323,685,0.0
5,1,36,1,10,2,705,313,68,13,30,Nonqualifed,326,773,0.0
5,1,36,1,10,3,779,313,29,13,96,plans,326,808,0.0
5,1,36,1,10,4,966,313,20,10,21,‘a,323,986,0.0
5,1,36,1,10,5,1009,313,22,10,78,See,323,1031,0.0
5,1,36,1,10,6,1037,313,71,10,96,instructions,323,1108,0.0
5,1,36,1,10,7,1112,313,17,10,96,for,323,1129,0.0
5,1,36,1,10,8,1134,313,22,10,96,box,323,1156,0.0
5,1,36,1,10,9,1162,313,13,10,96,12,323,1175,0.0
4,1,36,1,11,0,724,344,379,15,-1,,359,1103,0.0
5,1,36,1,11,1,724,344,40,15,96,259,359,764,0.0
5,1,36,1,11,2,1050,344,53,15,94,7236,359,1103,0.0
4,1,36,1,12,0,674,370,313,11,-1,,381,987,0.0
5,1,36,1,12,1,674,370,13,10,60,1B,380,687,0.0
5,1,36,1,12,2,693,371,43,10,86,Statutory,381,736,0.0
5,1,36,1,12,3,780,371,50,8,19,Retirement,379,830,0.0
5,1,36,1,12,4,866,371,53,10,52,Third-party,381,919,0.0
5,1,36,1,12,5,966,370,21,10,63,1b,380,987,0.0
4,1,36,1,13,0,693,385,213,9,-1,,394,906,0.0
5,1,36,1,13,1,693,385,45,9,9,emobovee,394,738,0.0
5,1,36,1,13,2,780,385,18,9,52,plan,394,798,0.0
5,1,36,1,13,3,867,385,39,9,72,sickpay,394,906,0.0
4,1,36,1,14,0,786,398,302,15,-1,,413,1088,0.0
5,1,36,1,14,1,786,402,10,11,95,x,413,796,0.0
5,1,36,1,14,2,1006,399,13,14,91,H,413,1019,0.0
5,1,36,1,14,3,1050,398,38,15,68,|138,413,1088,0.0
4,1,36,1,15,0,674,427,312,13,-1,,440,986,0.0
5,1,36,1,15,1,674,427,13,10,61,14,437,687,0.0
5,1,36,1,15,2,705,427,31,10,81,Other,437,736,0.0
5,1,36,1,15,3,741,427,23,13,82,(see,440,764,0.0
5,1,36,1,15,4,770,427,50,10,94,enclosed,437,820,0.0
5,1,36,1,15,5,826,427,35,10,95,Notice,437,861,0.0
5,1,36,1,15,6,866,428,10,9,91,to,437,876,0.0
5,1,36,1,15,7,882,427,61,13,91,Employee),440,943,0.0
5,1,36,1,15,8,950,418,8,29,34,|,447,958,0.0
5,1,36,1,15,9,966,427,20,10,34,12e,437,986,0.0
4,1,36,1,16,0,1050,458,39,15,-1,,473,1089,0.0
5,1,36,1,16,1,1050,458,39,15,96,323,473,1089,0.0
4,1,36,1,17,0,966,484,20,10,-1,,494,986,0.0
5,1,36,1,17,1,966,484,20,10,75,Td,494,986,0.0
4,1,36,1,18,0,1005,515,83,15,-1,,530,1088,0.0
5,1,36,1,18,1,1005,516,13,14,57,D,530,1018,0.0
5,1,36,1,18,2,1050,515,38,15,10,#{177,530,1088,0.0
2,1,37,0,0,0,1042,326,3,212,-1,,538,1045,0.0
3,1,37,1,0,0,1042,326,3,212,-1,,538,1045,0.0
4,1,37,1,1,0,1042,326,3,212,-1,,538,1045,0.0
5,1,37,1,1,1,1042,326,3,212,95, ,538,1045,0.0
2,1,38,0,0,0,950,536,286,3,-1,,539,1236,0.0
3,1,38,1,0,0,950,536,286,3,-1,,539,1236,0.0
4,1,38,1,1,0,950,536,286,3,-1,,539,1236,0.0
5,1,38,1,1,1,950,536,286,3,95, ,539,1236,0.0
2,1,39,0,0,0,659,105,3,454,-1,,559,662,0.0
3,1,39,1,0,0,659,105,3,454,-1,,559,662,0.0
4,1,39,1,1,0,659,105,3,454,-1,,559,662,0.0
5,1,39,1,1,1,659,105,3,454,95, ,559,662,0.0
2,1,40,0,0,0,949,105,3,454,-1,,559,952,0.0
3,1,40,1,0,0,949,105,3,454,-1,,559,952,0.0
4,1,40,1,1,0,949,105,3,454,-1,,559,952,0.0
5,1,40,1,1,1,949,105,3,454,95, ,559,952,0.0
2,1,41,0,0,0,1,555,1235,7,-1,,562,1236,0.0
3,1,41,1,0,0,1,555,1235,7,-1,,562,1236,0.0
4,1,41,1,1,0,1,555,1235,7,-1,,562,1236,0.0
5,1,41,1,1,1,1,555,1235,7,95, ,562,1236,0.0
2,1,42,0,0,0,6,562,263,40,-1,,602,269,0.0
3,1,42,1,0,0,6,562,263,40,-1,,602,269,0.0
4,1,42,1,1,0,6,562,241,13,-1,,575,247,0.0
5,1,42,1,1,1,6,562,13,10,90,15,572,19,0.0
5,1,42,1,1,2,29,562,29,10,62,State!,572,58,0.0
5,1,42,1,1,3,88,562,62,13,55,Employer's,575,150,0.0
5,1,42,1,1,4,156,563,27,9,85,state,572,183,0.0
5,1,42,1,1,5,189,562,10,10,85,ID,572,199,0.0
5,1,42,1,1,6,205,562,42,10,94,number,572,247,0.0
4,1,42,1,2,0,16,587,253,15,-1,,602,269,0.0
5,1,42,1,2,1,16,588,26,14,95,MI,602,42,0.0
5,1,42,1,2,2,132,587,137,15,88,352-10-416,602,269,0.0
2,1,43,0,0,0,349,562,146,13,-1,,575,495,0.0
3,1,43,1,0,0,349,562,146,13,-1,,575,495,0.0
4,1,43,1,1,0,349,562,146,13,-1,,575,495,0.0
5,1,43,1,1,1,349,562,12,10,60,16,572,361,0.0
5,1,43,1,1,2,370,562,29,10,91,State,572,399,0.0
5,1,43,1,1,3,404,565,36,10,85,"wages,",575,440,0.0
5,1,43,1,1,4,449,563,20,12,94,"tips,",575,469,0.0
5,1,43,1,1,5,479,563,16,9,78,etc,572,495,0.0
2,1,44,0,0,0,346,587,109,15,-1,,602,455,0.0
3,1,44,1,0,0,346,587,109,15,-1,,602,455,0.0
4,1,44,1,1,0,346,587,109,15,-1,,602,455,0.0
5,1,44,1,1,1,346,587,109,15,92,42876.97,602,455,0.0
2,1,45,0,0,0,3,608,1113,3,-1,,611,1116,0.0
3,1,45,1,0,0,3,608,1113,3,-1,,611,1116,0.0
4,1,45,1,1,0,3,608,1113,3,-1,,611,1116,0.0
5,1,45,1,1,1,3,608,1113,3,95, ,611,1116,0.0
2,1,46,0,0,0,59,558,1,103,-1,,661,60,0.0
3,1,46,1,0,0,59,558,1,103,-1,,661,60,0.0
4,1,46,1,1,0,59,558,1,103,-1,,661,60,0.0
5,1,46,1,1,1,59,558,1,103,95, ,661,60,0.0
2,1,47,0,0,0,340,558,1,103,-1,,661,341,0.0
3,1,47,1,0,0,340,558,1,103,-1,,661,341,0.0
4,1,47,1,1,0,340,558,1,103,-1,,661,341,0.0
5,1,47,1,1,1,340,558,1,103,95, ,661,341,0.0
2,1,48,0,0,0,532,558,1,103,-1,,661,533,0.0
3,1,48,1,0,0,532,558,1,103,-1,,661,533,0.0
4,1,48,1,1,0,532,558,1,103,-1,,661,533,0.0
5,1,48,1,1,1,532,558,1,103,95, ,661,533,0.0
2,1,49,0,0,0,541,562,119,10,-1,,572,660,0.0
3,1,49,1,0,0,541,562,119,10,-1,,572,660,0.0
4,1,49,1,1,0,541,562,119,10,-1,,572,660,0.0
5,1,49,1,1,1,541,562,11,10,65,TT,572,552,0.0
5,1,49,1,1,2,562,562,29,10,95,State,572,591,0.0
5,1,49,1,1,3,597,565,40,7,95,income,572,637,0.0
5,1,49,1,1,4,642,563,18,9,96,tax,572,660,0.0
2,1,50,0,0,0,539,587,94,15,-1,,602,633,0.0
3,1,50,1,0,0,539,587,94,15,-1,,602,633,0.0
4,1,50,1,1,0,539,587,94,15,-1,,602,633,0.0
5,1,50,1,1,1,539,587,94,15,95,5032.62,602,633,0.0
2,1,51,0,0,0,930,562,119,10,-1,,572,1049,0.0
3,1,51,1,0,0,930,562,119,10,-1,,572,1049,0.0
4,1,51,1,1,0,930,562,119,10,-1,,572,1049,0.0
5,1,51,1,1,1,930,562,11,10,75,19,572,941,0.0
5,1,51,1,1,2,951,562,29,10,86,Local,572,980,0.0
5,1,51,1,1,3,986,565,40,7,90,income,572,1026,0.0
5,1,51,1,1,4,1031,563,18,9,96,tax,572,1049,0.0
2,1,52,0,0,0,928,587,95,15,-1,,602,1023,0.0
3,1,52,1,0,0,928,587,95,15,-1,,602,1023,0.0
4,1,52,1,1,0,928,587,95,15,-1,,602,1023,0.0
5,1,52,1,1,1,928,587,95,15,95,8993.53,602,1023,0.0
2,1,53,0,0,0,726,562,490,13,-1,,575,1216,0.0
3,1,53,1,0,0,726,562,490,13,-1,,575,1216,0.0
4,1,53,1,1,0,726,562,490,13,-1,,575,1216,0.0
5,1,53,1,1,1,726,562,12,10,74,78,572,738,0.0
5,1,53,1,1,2,748,562,29,10,93,Local,572,777,0.0
5,1,53,1,1,3,782,565,36,10,76,wages.,575,818,0.0
5,1,53,1,1,4,827,563,20,12,94,"tips,",575,847,0.0
5,1,53,1,1,5,857,563,16,9,77,ete,572,873,0.0
5,1,53,1,1,6,1114,562,13,10,82,20,572,1127,0.0
5,1,53,1,1,7,1137,562,44,13,90,Locality,575,1181,0.0
5,1,53,1,1,8,1186,565,30,7,96,name,572,1216,0.0
2,1,54,0,0,0,725,587,108,15,-1,,602,833,0.0
3,1,54,1,0,0,725,587,108,15,-1,,602,833,0.0
4,1,54,1,1,0,725,587,108,15,-1,,602,833,0.0
5,1,54,1,1,1,725,587,108,15,90,82626.27,602,833,0.0
2,1,55,0,0,0,1116,594,112,8,-1,,602,1228,0.0
3,1,55,1,0,0,1116,594,112,8,-1,,602,1228,0.0
4,1,55,1,1,0,1116,594,112,8,-1,,602,1228,0.0
5,1,55,1,1,1,1116,594,63,8,95,Elizabeth,602,1179,0.0
5,1,55,1,1,2,1186,594,42,8,96,Garden,602,1228,0.0
2,1,56,0,0,0,1234,1,2,660,-1,,661,1236,0.0
3,1,56,1,0,0,1234,1,2,660,-1,,661,1236,0.0
4,1,56,1,1,0,1234,1,2,660,-1,,661,1236,0.0
5,1,56,1,1,1,1234,1,2,660,95, ,661,1236,0.0
2,1,57,0,0,0,717,394,3,267,-1,,661,720,0.0
3,1,57,1,0,0,717,394,3,267,-1,,661,720,0.0
4,1,57,1,1,0,717,394,3,267,-1,,661,720,0.0
5,1,57,1,1,1,717,394,3,267,95, ,661,720,0.0
2,1,58,0,0,0,921,558,1,103,-1,,661,922,0.0
3,1,58,1,0,0,921,558,1,103,-1,,661,922,0.0
4,1,58,1,1,0,921,558,1,103,-1,,661,922,0.0
5,1,58,1,1,1,921,558,1,103,95, ,661,922,0.0
2,1,59,0,0,0,1107,558,1,103,-1,,661,1108,0.0
3,1,59,1,0,0,1107,558,1,103,-1,,661,1108,0.0
4,1,59,1,1,0,1107,558,1,103,-1,,661,1108,0.0
5,1,59,1,1,1,1107,558,1,103,95, ,661,1108,0.0
2,1,60,0,0,0,1,657,1235,7,-1,,664,1236,0.0
3,1,60,1,0,0,1,657,1235,7,-1,,664,1236,0.0
4,1,60,1,1,0,1,657,1235,7,-1,,664,1236,0.0
5,1,60,1,1,1,1,657,1235,7,95, ,664,1236,0.0
2,1,61,0,0,0,4,634,1227,94,-1,,728,1231,0.0
3,1,61,1,0,0,4,634,1227,86,-1,,720,1231,0.0
4,1,61,1,1,0,12,634,1217,28,-1,,662,1229,0.0
5,1,61,1,1,1,12,634,31,28,96,MT,662,43,0.0
5,1,61,1,1,2,131,638,138,15,89,408-57-949,653,269,0.0
5,1,61,1,1,3,347,638,109,15,90,40122.56,653,456,0.0
5,1,61,1,1,4,539,638,95,15,95,5354.06,653,634,0.0
5,1,61,1,1,5,725,638,108,15,87,85363.24,653,833,0.0
5,1,61,1,1,6,928,638,94,15,89,16517.4,653,1022,0.0
5,1,61,1,1,7,1112,645,55,11,95,Morgan,656,1167,0.0
5,1,61,1,1,8,1176,645,53,11,95,Bypass,656,1229,0.0
4,1,61,1,2,0,139,670,1092,22,-1,,692,1231,0.0
5,1,61,1,2,1,139,670,63,22,96,Wage,692,202,0.0
5,1,61,1,2,2,211,670,41,17,96,and,687,252,0.0
5,1,61,1,2,3,261,670,40,17,96,Tax,687,301,0.0
5,1,61,1,2,4,864,675,81,15,96,Department,690,945,0.0
5,1,61,1,2,5,950,675,12,12,96,of,687,962,0.0
5,1,61,1,2,6,966,675,20,12,93,the,687,986,0.0
5,1,61,1,2,7,991,675,118,15,35,Treasury—Internal,690,1109,0.0
5,1,61,1,2,8,1115,675,59,12,96,Revenue,687,1174,0.0
5,1,61,1,2,9,1180,675,51,12,97,Service,687,1231,0.0
4,1,61,1,3,0,4,677,689,51,-1,,728,693,0.0
5,1,61,1,3,1,4,709,34,11,93,Form,720,38,0.0
5,1,61,1,3,2,47,709,25,11,91,W-2,720,72,0.0
5,1,61,1,3,3,140,697,114,31,96,Statement,728,254,0.0
5,1,61,1,3,4,549,677,27,42,21,c,719,576,0.0
5,1,61,1,3,5,588,677,27,42,50,0,719,615,0.0
5,1,61,1,3,6,628,677,26,42,59,1,719,654,0.0
5,1,61,1,3,7,666,677,27,42,52,0,719,693,0.0
2,1,62,0,0,0,4,732,482,37,-1,,769,486,0.0
3,1,62,1,0,0,4,732,482,37,-1,,769,486,0.0
4,1,62,1,1,0,5,732,462,15,-1,,747,467,0.0
5,1,62,1,1,1,5,732,40,15,93,Copy,747,45,0.0
5,1,62,1,1,2,51,732,43,12,91,B--To,744,94,0.0
5,1,62,1,1,3,100,732,20,12,96,Be,744,120,0.0
5,1,62,1,1,4,126,732,35,12,95,Filed,744,161,0.0
5,1,62,1,1,5,167,732,32,12,96,with,744,199,0.0
5,1,62,1,1,6,206,732,87,15,85,Employee's,747,293,0.0
5,1,62,1,1,7,300,732,76,12,96,FEDERAL,744,376,0.0
5,1,62,1,1,8,382,732,27,12,95,Tax,744,409,0.0
5,1,62,1,1,9,415,732,52,12,96,Return,744,467,0.0
4,1,62,1,2,0,4,754,482,15,-1,,769,486,0.0
5,1,62,1,2,1,4,754,29,12,96,This,766,33,0.0
5,1,62,1,2,2,40,754,79,12,93,information,766,119,0.0
5,1,62,1,2,3,126,757,10,9,93,is,766,136,0.0
5,1,62,1,2,4,143,754,38,15,94,being,769,181,0.0
5,1,62,1,2,5,187,754,67,12,96,furnished,766,254,0.0
5,1,62,1,2,6,260,754,12,12,96,to,766,272,0.0
5,1,62,1,2,7,278,754,22,12,96,the,766,300,0.0
5,1,62,1,2,8,307,754,52,12,93,Internal,766,359,0.0
5,1,62,1,2,9,365,754,62,12,95,Revenue,766,427,0.0
5,1,62,1,2,10,433,754,53,12,96,Service,766,486,0.0
2,1,63,0,0,0,469,825,294,14,-1,,839,763,0.0
3,1,63,1,0,0,469,825,294,14,-1,,839,763,0.0
4,1,63,1,1,0,469,825,294,14,-1,,839,763,0.0
5,1,63,1,1,1,469,825,55,11,51,Tuthere.,836,524,0.0
5,1,63,1,1,2,537,825,32,14,92,Keep,839,569,0.0
5,1,63,1,1,3,575,825,34,11,94,lower,836,609,0.0
5,1,63,1,1,4,614,826,42,13,96,portion,839,656,0.0
5,1,63,1,1,5,661,825,17,11,72,for,836,678,0.0
5,1,63,1,1,6,682,828,28,11,94,your,839,710,0.0
5,1,63,1,1,7,715,825,48,11,67,records,836,763,0.0
2,1,64,0,0,0,1,871,1235,7,-1,,878,1236,0.0
3,1,64,1,0,0,1,871,1235,7,-1,,878,1236,0.0
4,1,64,1,1,0,1,871,1235,7,-1,,878,1236,0.0
5,1,64,1,1,1,1,871,1235,7,95, ,878,1236,0.0
2,1,65,0,0,0,211,874,3,52,-1,,926,214,0.0
3,1,65,1,0,0,211,874,3,52,-1,,926,214,0.0
4,1,65,1,1,0,211,874,3,52,-1,,926,214,0.0
5,1,65,1,1,1,211,874,3,52,95, ,926,214,0.0
2,1,66,0,0,0,595,874,3,52,-1,,926,598,0.0
3,1,66,1,0,0,595,874,3,52,-1,,926,598,0.0
4,1,66,1,1,0,595,874,3,52,-1,,926,598,0.0
